Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount_Flag,Promo_Flag,Subscriber_Flag,Purchase_Freq_Annual,Est_Annual_Revenue,Promo_Dependency_Score,Satisfaction_Score,Loyalty_Index_A,Loyalty_Index_B,Value_Tier,Retention_Risk,Organic_Buyer,Segment
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly,0,0,0,26,1638,0,0.6,0.17156862745098037,0.584942084942085,High,0,1,Casual Organic
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually,0,0,0,1,52,0,0.8800000000000001,0.2653061224489796,0.5604710424710424,Low,0,1,Casual Organic
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly,0,0,0,52,2236,0,0.5599999999999999,0.3908163265306122,0.6171196911196911,Premium,0,1,Casual Organic
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly,0,0,0,4,112,0,0.31999999999999995,0.2144657863145258,0.36910424710424705,Low,0,1,Casual Organic
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually,0,0,0,1,78,0,0.15999999999999998,0.5,0.31047876447876444,Low,0,1,Loyal Organic
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly,0,0,0,26,806,0,0.7600000000000001,0.5287114845938375,0.5766949806949807,High,0,1,Loyal Organic
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly,0,0,0,26,598,0,0.44000000000000006,0.283813525410164,0.44863320463320466,High,0,1,Casual Organic
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly,0,0,0,12,300,0,0.8,0.2999799919967987,0.5516216216216216,Medium,0,1,Casual Organic
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly,0,0,0,52,4472,0,0.4800000000000001,0.5540816326530612,0.7617837837837839,Premium,0,1,Loyal Organic
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly,0,0,0,52,4576,0,0.11999999999999993,0.8193877551020408,0.6438146718146718,Premium,0,1,Loyal Organic
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly,0,0,0,26,910,0,0.8,0.5491196478591436,0.5987258687258687,High,0,1,Loyal Organic
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months,0,0,0,4,136,0,0.7600000000000001,0.418547418967587,0.524957528957529,Low,0,1,Loyal Organic
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly,0,0,0,4,300,0,0.31999999999999995,0.3675270108043217,0.3836216216216216,Medium,0,1,Casual Organic
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly,0,0,0,4,184,0,0.68,0.05120048019207683,0.5006640926640926,Low,0,1,Casual Organic
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months,0,0,0,4,124,0,0.08000000000000007,0.29609843937575026,0.28603088803088805,Low,0,1,Casual Organic
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months,0,0,0,4,372,0,0.5599999999999999,0.3777310924369748,0.47318146718146714,Medium,0,1,Casual Organic
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually,0,0,0,1,85,0,0.040000000000000036,0.14285714285714285,0.26901930501930504,Low,0,1,Casual Organic
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly,0,0,0,26,1768,0,0.8,0.23279311724689872,0.6649806949806949,Premium,0,1,Casual Organic
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months,0,0,0,4,160,0,0.08000000000000007,0.30630252100840333,0.28881081081081084,Low,0,1,Casual Organic
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually,0,0,0,1,51,0,0.15999999999999998,0.11224489795918367,0.3083938223938224,Low,0,1,Casual Organic
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,0,0,0,26,2210,0,0.36,0.3246298519407763,0.5451119691119691,Premium,0,1,Casual Organic
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly,0,0,0,26,598,0,0.15999999999999998,0.6715686274509803,0.35063320463320463,High,0,1,Loyal Organic
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually,0,0,0,1,28,0,0.5199999999999999,0.10204081632653061,0.4326177606177606,Low,0,1,Casual Organic
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly,0,0,0,4,176,0,0.68,0.29609843937575026,0.500046332046332,Low,0,1,Casual Organic
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly,0,0,0,26,1482,0,0.4,0.5287114845938375,0.502895752895753,High,0,1,Loyal Organic
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly,0,0,0,4,392,0,0.24000000000000005,0.39813925570228087,0.36272586872586876,Medium,0,1,Loyal Organic
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly,0,0,0,12,816,0,0.4,0.3918167266906763,0.45146718146718146,High,0,1,Casual Organic
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,No,42,Debit Card,Weekly,0,0,0,52,1872,0,0.6,0.7683673469387755,0.603011583011583,Premium,0,1,Loyal Organic
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly,0,0,0,26,1846,0,0.4800000000000001,0.38585434173669464,0.559003861003861,Premium,0,1,Casual Organic
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly,0,0,0,4,240,0,0.68,0.23487394957983193,0.5049884169884169,Medium,0,1,Casual Organic
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly,0,0,0,4,348,0,0.9199999999999999,0.3267106842737095,0.5973281853281853,Medium,0,1,Casual Organic
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly,0,0,0,12,456,0,0.6399999999999999,0.351000400160064,0.5076679536679536,Medium,0,1,Casual Organic
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly,0,0,0,52,2340,0,0.8,0.7479591836734694,0.7091505791505791,Premium,0,1,Loyal Organic
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly,0,0,0,52,2444,0,0.08000000000000007,0.5540816326530612,0.46518146718146725,Premium,0,1,Loyal Organic
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months,0,0,0,4,228,0,0.11999999999999993,0.13283313325330132,0.30806177606177604,Medium,0,1,Casual Organic
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually,0,0,0,1,68,0,0.4800000000000001,0.32653061224489793,0.42170656370656373,Low,0,1,Casual Organic
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly,0,0,0,26,1352,0,0.44000000000000006,0.25320128051220486,0.5068571428571429,High,0,1,Casual Organic
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly,0,0,0,52,4524,0,0.8800000000000001,0.4928571428571428,0.9057992277992278,Premium,0,1,Loyal Organic
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually,0,0,0,1,34,0,0.5199999999999999,0.12244897959183673,0.433081081081081,Low,0,1,Casual Organic
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly,0,0,0,26,1066,0,0.15999999999999998,0.5185074029611845,0.38677220077220076,High,0,1,Loyal Organic
2136,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months,0,0,0,4,376,0,0.8399999999999999,0.020588235294117647,0.5714903474903474,Medium,0,1,Casual Organic
2137,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly,0,0,0,26,2418,0,0.11999999999999993,0.41646658663465386,0.47717374517374517,Premium,0,1,Loyal Organic
2138,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months,0,0,0,4,204,0,0.8399999999999999,0.2144657863145258,0.5582084942084942,Medium,0,1,Casual Organic
2139,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly,0,0,0,4,168,0,0.11999999999999993,0.3777310924369748,0.3034285714285714,Low,0,1,Casual Organic
2140,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,No,33,Cash,Weekly,0,0,0,52,4940,0,0.2,0.676530612244898,0.69992277992278,Premium,0,1,Loyal Organic
2141,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly,0,0,0,26,2340,0,0.4800000000000001,0.5287114845938375,0.5971505791505791,Premium,0,1,Loyal Organic
2142,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually,0,0,0,1,98,0,0.6399999999999999,0.3163265306122449,0.48002316602316597,Low,0,1,Casual Organic
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly,0,0,0,4,156,0,0.72,0.2246698679471789,0.5125019305019305,Low,0,1,Casual Organic
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly,0,0,0,26,1716,0,0.5199999999999999,0.6511604641856742,0.562965250965251,Premium,0,1,Loyal Organic
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly,0,0,0,4,92,0,0.4800000000000001,0.2654861944777911,0.4235598455598456,Low,0,1,Casual Organic
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually,0,0,0,1,73,0,0.9199999999999999,0.3163265306122449,0.576092664092664,Low,0,1,Casual Organic
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months,0,0,0,4,92,0,0.8399999999999999,0.4695678271308523,0.5495598455598455,Low,0,1,Loyal Organic
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly,0,0,0,26,1118,0,0.9199999999999999,0.20218087234893956,0.6567876447876447,High,0,1,Casual Organic
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly,0,0,0,26,1170,0,0.8399999999999999,0.3552420968387355,0.6328030888030887,High,0,1,Casual Organic
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1,Bank Transfer,Weekly,0,0,0,52,1092,0,0.6,0.35,0.5427799227799228,High,0,1,Casual Organic
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly,0,0,0,52,2080,0,0.040000000000000036,0.46224489795918366,0.4230733590733591,Premium,0,1,Loyal Organic
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly,0,0,0,12,696,0,0.040000000000000036,0.2489595838335334,0.31620077220077225,High,0,1,Casual Organic
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly,0,0,0,26,1248,0,0.8,0.6001400560224089,0.6248262548262549,High,0,1,Loyal Organic
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually,0,0,0,1,94,0,0.68,0.30612244897959184,0.4937142857142857,Low,0,1,Casual Organic
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months,0,0,0,4,296,0,0.36,0.34711884753901556,0.3973127413127413,Medium,0,1,Casual Organic
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly,0,0,0,12,612,0,0.4800000000000001,0.5346738695478191,0.46371428571428575,High,0,1,Loyal Organic
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly,0,0,0,26,2158,0,0.44000000000000006,0.5797318927571028,0.5690965250965251,Premium,0,1,Loyal Organic
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41,Venmo,Fortnightly,0,0,0,26,1768,0,0.6,0.5797318927571028,0.594980694980695,Premium,0,1,Loyal Organic
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly,0,0,0,26,2184,0,0.8399999999999999,0.25320128051220486,0.711104247104247,Premium,0,1,Casual Organic
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,No,34,Cash,Annually,0,0,0,1,58,0,0.2,0.336734693877551,0.32293436293436295,Low,0,1,Casual Organic
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually,0,0,0,1,92,0,0.31999999999999995,0.20408163265306123,0.36755984555984555,Low,0,1,Casual Organic
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly,0,0,0,26,1794,0,0.5199999999999999,0.2123849539815926,0.568988416988417,Premium,0,1,Casual Organic
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly,0,0,0,52,2496,0,0.08000000000000007,0.6663265306122449,0.4691969111969112,Premium,0,1,Loyal Organic
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly,0,0,0,12,720,0,0.8,0.514265706282513,0.584054054054054,High,0,1,Loyal Organic
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly,0,0,0,26,520,0,0.9199999999999999,0.6307523009203682,0.6106100386100386,Medium,0,1,Loyal Organic
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months,0,0,0,4,220,0,0.68,0.43895558223289316,0.5034440154440154,Medium,0,1,Loyal Organic
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly,0,0,0,26,2288,0,0.4,0.6715686274509803,0.5651351351351351,Premium,0,1,Loyal Organic
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly,0,0,0,26,1248,0,0.9600000000000002,0.4980992396958783,0.6808262548262549,High,0,1,Loyal Organic
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly,0,0,0,4,296,0,0.6399999999999999,0.33691476590636255,0.4953127413127413,Medium,0,1,Casual Organic
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,0,0,0,26,1092,0,0.15999999999999998,0.48789515806322525,0.3887799227799228,High,0,1,Loyal Organic
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,0,0,0,4,128,0,0.6,0.38793517406962785,0.4683397683397683,Low,0,1,Casual Organic
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly,0,0,0,26,2548,0,0.8399999999999999,0.25320128051220486,0.7392123552123552,Premium,0,1,Casual Organic
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,0,0,0,26,2314,0,0.11999999999999993,0.22258903561424567,0.46914285714285714,Premium,0,1,Casual Organic
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly,0,0,0,4,388,0,1.0,0.3777310924369748,0.6284169884169883,Medium,0,1,Casual Organic
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,0,0,0,1,49,0,0.15999999999999998,0.0,0.30823938223938224,Low,0,1,Casual Organic
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,0,0,0,26,1300,0,0.31999999999999995,0.6511604641856742,0.46084169884169884,High,0,1,Loyal Organic
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,0,0,0,4,364,0,0.36,0.45936374549819925,0.40256370656370655,Medium,0,1,Loyal Organic
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly,0,0,0,26,2418,0,0.2,0.25320128051220486,0.5051737451737452,Premium,0,1,Casual Organic
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,0,0,0,1,98,0,0.8800000000000001,0.3163265306122449,0.564023166023166,Low,0,1,Casual Organic
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,0,0,0,12,984,0,0.15999999999999998,0.20814325730292116,0.38044015444015444,High,0,1,Casual Organic
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,0,0,0,4,148,0,0.6399999999999999,0.4491596638655462,0.4838841698841698,Low,0,1,Loyal Organic
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,0,0,0,26,1638,0,0.2800000000000001,0.48789515806322525,0.47294208494208495,High,0,1,Loyal Organic
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,0,0,0,26,2574,0,0.08000000000000007,0.42667066826730693,0.47522007722007725,Premium,0,1,Loyal Organic
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,0,0,0,12,444,0,0.8800000000000001,0.08569427771108443,0.5907413127413128,Medium,0,1,Casual Organic
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,0,0,0,4,136,0,0.2800000000000001,0.17364945978391358,0.35695752895752897,Low,0,1,Casual Organic
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,0,0,0,4,128,0,0.0,0.5205882352941177,0.25833976833976835,Low,0,1,Loyal Organic
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,0,0,0,4,92,0,0.72,0.07160864345738295,0.5075598455598456,Low,0,1,Casual Organic
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,0,0,0,1,78,0,0.7600000000000001,0.19387755102040816,0.5204787644787645,Low,0,1,Casual Organic
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,0,0,0,52,2808,0,0.8800000000000001,0.43163265306122445,0.7732895752895753,Premium,0,1,Loyal Organic
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly,0,0,0,26,2444,0,0.6,0.6409563825530212,0.6471814671814672,Premium,0,1,Loyal Organic
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,0,0,0,1,75,0,0.8399999999999999,0.32653061224489793,0.5482471042471042,Low,0,1,Casual Organic
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,0,0,0,26,1794,0,0.5199999999999999,0.6307523009203682,0.568988416988417,Premium,0,1,Loyal Organic
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,0,0,0,12,420,0,0.2800000000000001,0.15712284913965585,0.3788880308880309,Medium,0,1,Casual Organic
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly,0,0,0,12,936,0,1.0,0.14691876750700278,0.6707335907335907,High,0,1,Casual Organic
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,0,0,0,4,116,0,0.4,0.5001800720288115,0.3974131274131274,Low,0,1,Loyal Organic
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,0,0,0,12,744,0,0.4800000000000001,0.08569427771108443,0.4739073359073359,High,0,1,Casual Organic
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,0,0,0,52,3016,0,0.9199999999999999,0.6561224489795918,0.8033513513513513,Premium,0,1,Loyal Organic
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,0,0,0,12,1056,0,0.4800000000000001,0.47344937975190077,0.498,High,0,1,Loyal Organic
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,0,0,0,12,960,0,0.4,0.42242897158863546,0.4625868725868726,High,0,1,Loyal Organic
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,0,0,0,12,564,0,0.9600000000000002,0.47344937975190077,0.628007722007722,Medium,0,1,Loyal Organic
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,0,0,0,4,204,0,0.8800000000000001,0.28589435774309724,0.5722084942084942,Medium,0,1,Casual Organic
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,0,0,0,1,25,0,0.9600000000000002,0.09183673469387756,0.5863861003861004,Low,0,1,Casual Organic
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,0,0,0,52,1872,0,0.72,0.5744897959183674,0.645011583011583,Premium,0,1,Loyal Organic
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,0,0,0,4,316,0,0.24000000000000005,0.33691476590636255,0.3568571428571429,Medium,0,1,Casual Organic
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,0,0,0,12,492,0,0.36,0.1265106042416967,0.41244787644787645,Medium,0,1,Casual Organic
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,0,0,0,52,3536,0,0.08000000000000007,0.6153061224489795,0.5495057915057915,Premium,0,1,Loyal Organic
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,0,0,0,26,1326,0,0.040000000000000036,0.41646658663465386,0.36484942084942085,High,0,1,Loyal Organic
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,0,0,0,1,38,0,0.15999999999999998,0.10204081632653061,0.3073899613899614,Low,0,1,Casual Organic
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,0,0,0,12,552,0,0.08000000000000007,0.2999799919967987,0.31908108108108113,Medium,0,1,Casual Organic
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,0,0,0,4,80,0,0.8,0.45936374549819925,0.5346332046332046,Low,0,1,Loyal Organic
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,0,0,0,26,650,0,0.24000000000000005,0.5185074029611845,0.38264864864864867,High,0,1,Loyal Organic
